# 2016.09.16 created by TopoDroid v 3.1.4

# D35_20160913
# from to tape compass clino (declination 0.0000)
# units tape meters compass clino degrees
11@D35_20160913,-,4.32,176.1,8.3
11@D35_20160913,12@D35_20160913,12.87,333.5,-76.5
12@D35_20160913,-,2.20,338.3,-1.2
12@D35_20160913,-,6.94,1.4,-0.5
12@D35_20160913,-,3.50,356.3,-0.5
12@D35_20160913,-,4.25,22.3,3.4
12@D35_20160913,-,2.46,63.9,4.2
12@D35_20160913,-,2.46,81.8,-0.8
12@D35_20160913,13@D35_20160913,8.03,13.1,-52.8
13@D35_20160913,-,1.52,191.2,-4.2
13@D35_20160913,-,2.34,139.2,-0.8
13@D35_20160913,-,2.33,29.1,8.8
13@D35_20160913,-,2.48,72.7,11.6
13@D35_20160913,-,2.72,89.5,6.7
13@D35_20160913,-,1.45,211.3,-8.6
13@D35_20160913,-,23.27,37.0,-70.2
13@D35_20160913,-,13.91,36.8,-70.3
13@D35_20160913,-,12.01,36.8,-70.3
13@D35_20160913,-,15.74,36.8,-70.3
13@D35_20160913,-,12.04,36.7,-70.3
13@D35_20160913,-,0.77,38.8,-70.3
13@D35_20160913,14@D35_20160913,12.00,39.0,-70.3
14@D35_20160913,-,0.13,202.8,-9.6
14@D35_20160913,-,0.13,0.7,17.4
14@D35_20160913,-,1.80,163.4,2.4
14@D35_20160913,-,1.37,140.3,2.3
14@D35_20160913,-,2.49,201.0,-6.1
14@D35_20160913,-,3.41,229.5,-1.8
14@D35_20160913,-,3.28,275.2,4.5
14@D35_20160913,-,2.61,296.3,0.1
14@D35_20160913,15@D35_20160913,14.63,137.8,-78.2
15@D35_20160913,-,1.86,50.4,-1.6
15@D35_20160913,-,2.04,10.8,-0.3
15@D35_20160913,-,0.88,201.6,-0.5
15@D35_20160913,-,2.24,299.0,-2.1
15@D35_20160913,-,2.70,322.7,-0.7
15@D35_20160913,-,1.15,66.1,-86.6
15@D35_20160913,-,6.13,0.4,89.5
15@D35_20160913,16@D35_20160913,2.09,27.6,-9.2
16@D35_20160913,-,1.25,132.3,-2.1
16@D35_20160913,-,1.32,177.5,0.9
16@D35_20160913,-,0.83,303.8,-1.1
16@D35_20160913,-,2.35,276.6,-1.6
16@D35_20160913,-,2.96,258.0,1.5
16@D35_20160913,-,2.73,222.1,-2.3
16@D35_20160913,-,3.27,247.0,-3.4
16@D35_20160913,17@D35_20160913,7.77,86.0,-75.4
17@D35_20160913,-,0.84,174.2,6.1
17@D35_20160913,-,4.01,147.2,1.6
17@D35_20160913,-,1.27,128.2,5.3
