# 2016.09.16 created by TopoDroid v 3.1.4

# D35__20160913_
# from to tape compass clino (declination 0.0000)
# units tape meters compass clino degrees
9@D35__20160913_,-,2.26,196.1,-6.0
9@D35__20160913_,-,0.94,266.0,6.0
9@D35__20160913_,-,1.46,294.7,4.2
9@D35__20160913_,-,2.29,1.2,-5.0
9@D35__20160913_,-,3.15,342.4,-4.7
9@D35__20160913_,-,2.88,329.4,-6.5
9@D35__20160913_,-,0.54,5.8,1.5
9@D35__20160913_,-,1.10,170.6,2.7
9@D35__20160913_,-,1.87,108.9,-86.1
9@D35__20160913_,-,10.90,198.3,76.5
9@D35__20160913_,10@D35__20160913_,4.75,184.0,-15.3
10@D35__20160913_,-,1.86,180.4,-4.6
10@D35__20160913_,-,2.47,187.1,-6.0
10@D35__20160913_,-,2.80,190.6,-5.5
10@D35__20160913_,-,2.20,207.3,0.7
10@D35__20160913_,-,1.10,233.2,4.0
10@D35__20160913_,-,0.99,257.0,8.5
10@D35__20160913_,-,1.49,348.6,-2.8
10@D35__20160913_,-,2.65,25.8,-1.3
10@D35__20160913_,-,1.51,321.4,-6.0
10@D35__20160913_,-,1.18,311.2,-80.3
10@D35__20160913_,11@D35__20160913_,5.64,197.9,-12.1
11@D35__20160913_,-,1.30,164.4,-9.4
11@D35__20160913_,-,3.45,186.8,-10.1
11@D35__20160913_,-,1.02,151.8,-9.7
11@D35__20160913_,-,0.81,117.5,-6.8
11@D35__20160913_,-,0.81,98.9,-4.4
11@D35__20160913_,-,1.98,24.5,2.4
11@D35__20160913_,-,3.37,5.5,3.6
11@D35__20160913_,-,1.09,355.9,1.5
11@D35__20160913_,-,0.58,343.7,-0.6
11@D35__20160913_,-,5.61,130.9,76.9
11@D35__20160913_,-,1.62,130.2,-80.5
11@D35__20160913_,12@D35__20160913_,6.75,196.1,-27.5
12@D35__20160913_,-,2.98,336.1,-3.7
12@D35__20160913_,-,2.38,17.4,-2.4
12@D35__20160913_,-,1.51,53.3,-4.4
12@D35__20160913_,-,1.35,105.7,2.1
12@D35__20160913_,-,1.57,128.2,1.9
12@D35__20160913_,-,1.63,249.2,-71.6
12@D35__20160913_,-,1.93,87.9,31.4
12@D35__20160913_,13@D35__20160913_,6.61,178.2,-7.6
13@D35__20160913_,-,3.29,353.5,-1.1
13@D35__20160913_,-,2.47,325.2,0.2
13@D35__20160913_,-,1.96,286.1,1.4
13@D35__20160913_,-,2.15,18.4,-7.0
13@D35__20160913_,-,1.00,29.7,-10.1
13@D35__20160913_,-,1.40,340.0,-78.5
13@D35__20160913_,-,1.91,290.0,77.3
13@D35__20160913_,-,2.07,215.2,-1.3
13@D35__20160913_,14@D35__20160913_,1.87,250.2,-24.7
14@D35__20160913_,-,1.59,98.9,-7.4
14@D35__20160913_,-,1.65,99.9,-5.1
14@D35__20160913_,-,1.96,124.5,-5.4
14@D35__20160913_,-,1.97,71.1,-4.1
14@D35__20160913_,-,0.74,335.3,2.6
14@D35__20160913_,15@D35__20160913_,7.98,150.5,-1.9
15@D35__20160913_,-,1.74,216.6,-4.9
15@D35__20160913_,-,2.60,197.6,-2.5
15@D35__20160913_,-,3.78,176.0,-1.1
15@D35__20160913_,-,1.15,160.1,2.3
15@D35__20160913_,-,1.53,265.6,3.7
15@D35__20160913_,16@D35__20160913_,8.27,192.3,3.1
